question,NE,p_can,p_cant,rej_mode,C_agg,hit_gold
Which actress wrote the novel The Last of the Really Great Whangdoodles?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Who was the star of the film based on the record Harper Valley PTA by Jeannie C Riley?,0.0,1.0,0.0,standard,"[""barbara eden"", ""barbara eden was the star of the film based on harper valley pta"", ""barbara eden was the star of the film based on the record harper valley"", ""barbara eden was the star of the film based on the record harper valley pta"", ""barbara eden was the star of the film harper valley pta"", ""jeannie c riley"", ""jeannie c riley was the star of the film based on harper valley pta"", ""jeannie c riley was the star of the film based on her record"", ""jeannie c riley was the star of the film based on the record"", ""the film starred barbara eden"", ""the star of the film based on harper valley pta was barbara eden"", ""the star of the film based on harper valley pta was jeannie"", ""the star of the film based on harper valley pta was jeannie c riley"", ""the star of the film based on the record harper valley pta by"", ""the star of the film based on the record harper valley pta was"", ""the star of the film was barbara eden""]",False
What color golf balls are used on the golf course in Antarctica?,0.0,1.0,0.0,standard,"[""blue and green balls are used for tournament play in antarctica"", ""blue and green golf balls are used on the golf course in antarctica"", ""bright colored golf balls"", ""bright colored golf balls are used on the golf course in antarctica"", ""fluorescent yellow optic yellow golf balls"", ""fluorescent yellow optic yellow golf balls are used on the golf course in antarctica"", ""high visibility colors"", ""high visibility colors are used for golf balls in antarctica"", ""high visibility colors are used not just white"", ""high visibility colors like orange or yellow are used on the golf course in antarctica"", ""high visibility colors like yellow or orange are used to help find the ball"", ""the color of the golf balls used on the golf course in antarctica is not specified"", ""the context does not provide information about golf balls used in antarctica"", ""the context does not specify a color for golf balls used in antarctica"", ""the context does not specify a color for golf balls used on the golf course in antarctica"", ""the context does not specify the color of golf balls used in antarctica"", ""the context does not specify the color of golf balls used on golf courses in antarctica"", ""the context does not specify the color of golf balls used on the golf course in"", ""the context does not specify the color of golf balls used on the golf course in antarctica"", ""the context does not specify the color of the golf balls used in antarctica"", ""the context does not specify the colors of golf balls used on the golf course in antarctica"", ""the context does not specify which color golf balls are used in antarctica"", ""the context doesn t specify the color of golf balls used in antarctica"", ""the golf balls used on the golf course in antarctica are likely a bright color"", ""the golf balls used on the golf course in antarctica are likely bright colors"", ""white golf balls"", ""yellow golf balls"", ""yellow golf balls are used on the golf course in antarctica""]",False
Throughout the 80s and 90s Phil Collins recorded on which record label?,0.0,1.0,0.0,standard,"[""phil collins recorded on atlantic records during the 80s and 90s"", ""phil collins recorded on the atlantic record label throughout the 80s and 90"", ""phil collins recorded on the atlantic record label throughout the 80s and 90s"", ""phil collins recorded on the atlantic records label"", ""phil collins recorded on the atlantic records label during the 80s and 90"", ""phil collins recorded on the atlantic records label throughout the 80s and 90s"", ""phil collins recorded on the record label atlantic records throughout the 80s and"", ""phil collins recorded with atlantic records throughout the 80s and 90s"", ""the context provided does not mention the specific record label phil collins recorded on during the 80s and 90s""]",True
On which label did Chuck Berry record in the 1950s and 1960s?,0.0,1.0,0.0,standard,"[""chuck berry recorded for the chess label in the 1950s and 1960s"", ""chuck berry recorded on chess records in the 1950s and 1960"", ""chuck berry recorded on chess records in the 1950s and 1960s"", ""chuck berry recorded on independent record labels in the 1950s and 196"", ""chuck berry recorded on specialty records and later on chess records in the 1950s and 1960s"", ""chuck berry recorded on the chess and checker labels in the 1950s and 1960s"", ""chuck berry recorded on the chess label in the 1950s and 196"", ""chuck berry recorded on the chess label in the 1950s and 1960s"", ""chuck berry recorded on the impact records label in the 1950s"", ""chuck berry recorded primarily on the chess label in the 1950s and""]",True
Which museum has the highest-funded art gallery?,0.0,1.0,0.0,standard,"[""moma"", ""moma museum of modern art"", ""moma museum of modern art has the highest funded art gallery"", ""paam provincetown arts association and museum has the highest funded art"", ""the american art museum"", ""the american art museum has the highest funded art gallery"", ""the context does not specify which museum has the highest funded art gallery"", ""the context provided does not specify which museum has the highest funded art gallery"", ""the guggenheim museum in new york"", ""the guggenheim museum in new york has the highest funded art gallery"", ""the high museum of art"", ""the high museum of art has the highest funded art gallery"", ""the louvre"", ""the louvre has the highest funded art gallery"", ""the toledo museum of art"", ""the toledo museum of art has the highest funded art gallery""]",False
What was the name of Michael Jackson's second wife?,0.0,1.0,0.0,standard,"[""debbie rowe"", ""lisa marie presley"", ""michael jackson did not have a second wife"", ""michael jackson did not have a second wife he was married twice first to lisa marie presley and then to debbie rowe"", ""michael jackson s second wife was debbie rowe"", ""the name of michael jackson s second wife is not provided in the context""]",True
Which US city was named after a British Prime Minister?,0.9609640474407958,0.03903595255920422,0.9609640474407958,add_cant,"[""Can't answer"", ""philadelphia""]",True
"""Who said, To err is human but it feels divine?""""""",0.0,1.0,0.0,standard,"[""alexander pope"", ""david o dykes"", ""david o dykes said to err is human but it feels"", ""mae west"", ""mae west said to err is human but it feels divine"", ""robert byrne"", ""the answer is alexander pope"", ""the answer is west"", ""the phrase is commonly attributed to alexander pope"", ""the phrase to err is human but it feels divine is a variation and not directly attributed to a specific person the original quote is by alexander"", ""the phrase to err is human but it feels divine is attributed to alexander pope"", ""the phrase to err is human but it feels divine is often attributed to"", ""the phrase to err is human but it feels divine was said by a"", ""the phrase to err is human but it feels divine was said by someone in the context provided"", ""the quote is attributed to alexander pope"", ""the quote is often attributed to alexander pope"", ""the quote to err is human but it feels divine is attributed to"", ""the quote to err is human but it feels divine is attributed to a different interpretation of the phrase to err is human to forgive divine"", ""the quote to err is human but it feels divine is attributed to alexander pope"", ""the quote to err is human but it feels divine is attributed to david"", ""the quote to err is human but it feels divine is often attributed to alexander pope"", ""the quote to err is human but it feels divine is often attributed to author and poet h l mencken"", ""the quote to err is human but it feels divine is said by robert byrne""]",False
Which singer had a big 60s No 1 with Roses Are Red?,0.0,1.0,0.0,standard,"[""bobbie vinton"", ""bobby vinton"", ""bobby vinton had a big 60s no 1 with r"", ""bobby vinton had a big 60s no 1 with roses are red"", ""bryan hyland"", ""sonny james"", ""sonny james had a big 60s no 1 with roses are red"", ""the singer is bobby vinton"", ""the singer of roses are red is bobby vinton"", ""the singer who had a big 60s no 1 with roses"", ""the singer who had a big 60s no 1 with roses are red is bobby vinton"", ""the singer with a big 60s no 1 hit roses"", ""the singer with a big 60s no 1 hit roses are red is bobby vinton"", ""the singer with a big 60s no 1 with roses are"", ""the singer with a big 60s no 1 with roses are red is bobby vinton"", ""wayne newton"", ""wayne newton had a big 60s no 1 with roses""]",True
What are the international registration letters of a vehicle from Iceland?,0.0,1.0,0.0,standard,"[""iceland isl"", ""iceland j"", ""iceland s international registration letters are is"", ""is"", ""the international registration letters for a vehicle from iceland are is"", ""the international registration letters of a vehicle from iceland are is""]",True
Where was the American venue of the Live Aid concert?,0.0,1.0,0.0,standard,"[""john f kennedy stadium jfk"", ""philadelphia"", ""the american venue of the live aid concert was at john f kennedy stadium in"", ""the american venue of the live aid concert was at john f kennedy stadium in philadelphia"", ""the american venue of the live aid concert was at madison square garden in new york city"", ""the american venue of the live aid concert was in new york city"", ""the american venue of the live aid concert was in philadelphia"", ""the american venue of the live aid concert was in the u s spec"", ""the american venue of the live aid concert was jfk stadium in philadelphia"", ""the american venue of the live aid concert was john f kennedy stadium"", ""the american venue of the live aid concert was john f kennedy stadium in philadelphia"", ""the american venue of the live aid concert was madison square garden in new york city"", ""the american venue of the live aid concert was wembley stadium in london uk""]",True
Which was the longest moon landing?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""apollo 12 was the second moon landing"", ""apollo 15 was the longest moon landing"", ""apollo 17 had the longest moon landing"", ""apollo 17 was the longest moon landing"", ""the context does not provide information about the longest moon landing"", ""the context does not specify which moon landing was the longest"", ""the longest moon landing was apollo 17"", ""the longest moon landing was apollo 17 in december 1972"", ""the longest moon landing was the last apollo mission in 1972""]",True
Who had the most expensive presidential inauguration ceremony of the 20th century?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""barack obama had the most expensive presidential inauguration ceremony of the 20th century"", ""barack obama s second inauguration in 2013 had the most expensive presidential inauguration ceremony"", ""bill clinton had the most expensive presidential inauguration ceremony of the 20th century"", ""bill clinton had the most expensive presidential inauguration ceremony of the 20th century in 1997"", ""franklin d roosevelt had the most expensive presidential inauguration ceremony of the 20"", ""george w bush had the most expensive presidential inauguration ceremony of the 20th"", ""john f kennedy had the most expensive presidential inauguration ceremony of the 20th"", ""lyndon johnson had the most expensive presidential inauguration ceremony of the 20th century"", ""president obama had the most expensive presidential inauguration ceremony of the 20th century"", ""ronald reagan had the most expensive presidential inauguration ceremony of the 20th century""]",True
Who became Israel's head of state in 1993?,0.0,1.0,0.0,standard,"[""benjamin netanyahu"", ""benjamin netanyahu became israel s head of state in 1993"", ""chaim herzog became israel s head of state in 1993"", ""in 1993 khertek amyrbitovna became the head of state"", ""in 1993 shimon peres became israel s head of state"", ""in 1993 the head of state of israel was chaim herzog"", ""shimon peres became israel s head of state in 1993"", ""the context does not provide a specific name for israel s head of state in 1993 however it is known that shimon peres served"", ""the context does not provide information about israel s head of state in 1993"", ""the context does not specify who became israel s head of state in 1993"", ""yitzhak rabin became israel s head of state in 1993""]",False
"In WWII, who was the head of the Nazi party's security service?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""heinrich himmler"", ""reinhard heydrich was the head of the nazi party s security service"", ""the context does not provide the name of the head of the nazi party s security"", ""the head of the nazi party s security service during wwii was heinrich himmler"", ""the head of the nazi party s security service was heinrich himmler"", ""the head of the nazi party s security service was kurt becher""]",True
Which President of the Philippines was deposed in 1986?,0.0,1.0,0.0,standard,"[""coraz n aquino"", ""corazon aquino"", ""cory aquino"", ""ferdinand marcos"", ""ferdinand marcos was deposed in 1986"", ""ferdinand marcos was the president of the philippines deposed in 1986"", ""ferdinand marcos was the president of the philippines who was deposed in"", ""ferdinand marcos was the president of the philippines who was deposed in 1986"", ""maria coraz n sumulong cojuangco aquino"", ""president ferdinand marcos"", ""president ferdinand marcos was deposed in 1986"", ""president mar a coraz n cory aquino was deposed in 1986""]",True
"What kind of disaster claimed some 100,000 lives in Armenia in 1988?",0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""an earthquake"", ""an earthquake claimed some 100 000 lives in armenia in 1988""]",True
Which state on the Gulf of Mexico is nearest the end of the alphabet?,0.0,1.0,0.0,standard,"[""florida"", ""texas"", ""texas is the nearest state on the gulf of mexico to the end of the alphabet"", ""the state nearest the end of the alphabet is texas"", ""the state nearest the end of the alphabet on the gulf of mexico is texas"", ""the state on the gulf of mexico nearest the end of the alphabet is texas""]",True
"To ten thousand square miles, what is the area of Michigan?",0.9602297178580305,0.03977028214196954,0.9602297178580305,add_cant,"[""Can't answer"", ""michigan has an area of approximately 58 000 square miles"", ""michigan s area is more than 94 000 square miles"", ""the area of michigan is 56 804 square miles"", ""the area of michigan is approximately 58 110 square miles""]",True
Truax Field international airport is in which US state?,0.0,1.0,0.0,standard,"[""texas"", ""truax field international airport is in wisconsin"", ""wisconsin""]",True
In what month was the attack on Pearl Harbor?,0.0,1.0,0.0,standard,"[""december"", ""december 1941"", ""december 7"", ""the attack on pearl harbor occurred in december"", ""the attack on pearl harbor occurred in december 1941"", ""the attack on pearl harbor was in december""]",True
Who did Dr. Crippen murder?,0.0,1.0,0.0,standard,"[""dr crippen murdered belle"", ""dr crippen murdered belle elmore"", ""dr crippen murdered his wife"", ""dr crippen murdered his wife belle elmore"", ""dr crippen murdered his wife cora"", ""dr crippen murdered his wife cora crippen"", ""dr crippen murdered his wife cora henrietta crippen"", ""dr crippen was accused of murdering his wife"", ""his wife belle elmore"", ""his wife cora crippen""]",True
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",0.0,1.0,0.0,standard,"[""americans won 16 of the 23 track and field titles in the"", ""americans won 17 of the 23 track and field titles in the"", ""americans won 19 of the 23 track and field titles at the 1904 olympics"", ""americans won 20 of the 23 track and field titles at the"", ""americans won 20 out of the 23 track and field titles in the 1904 olympics"", ""americans won 21 of the 23 track and field titles"", ""americans won 21 of the 23 track and field titles in the"", ""americans won 21 of the 23 track and field titles in the 1904 olympics"", ""americans won 22 of the 23 track and field titles in the 1904 olympics"", ""americans won 23 of the 23 track and field titles"", ""americans won 23 of the 23 track and field titles in the 1904 olympics"", ""americans won 23 out of 23 track and field titles in the 1904 olympics"", ""americans won 23 track and field titles in the 1904 olympics"", ""americans won all 23 track and field titles in the 1904 olympics"", ""the context does not provide information about the 1904 olympics so i cannot answer how many of the 23 track and field titles were won by"", ""the context does not provide specific information about the number of track and field titles won by americans in the 1904 olympics"", ""the context does not provide the specific number of track and field titles won by americans in the 1904 olympics"", ""the context provided does not contain information about the 1904 olympics therefore i cannot provide an answer to the question"", ""the provided context does not specify how many track and field titles were won by americans in the 1904 olympics therefore i cannot answer the question"", ""the provided context does not specify the number of track and field titles won by americans in the 1904 olympics""]",True
The Black Hills lie between which two rivers?,0.0,1.0,0.0,standard,"[""cheyenne and belle fourche rivers"", ""the black hills lie between the belle fourche and cheyenne rivers"", ""the black hills lie between the big horn river and the cheyenne river"", ""the black hills lie between the cheyenne and belle fourche rivers"", ""the black hills lie between the cheyenne river and the belle fourche river"", ""the black hills lie between the cheyenne river and the missouri river"", ""the black hills lie between the cheyenne river and the moreau river"", ""the black hills lie between the cheyenne river and the niobrara river"", ""the black hills lie between the cheyenne river and the west fork of the white"", ""the black hills lie between the james river and the missouri river"", ""the black hills lie between the missouri river and the cheyenne river"", ""the black hills lie between the missouri river and the surrounding regions of south dakota"", ""the black hills lie between the missouri river and the surrounding regions of western south dakota""]",False
In what year was the first in-flight movie shown on an internal flight in the USA.,0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""the context does not provide a specific year for the first in flight movie shown on"", ""the context does not provide the specific year the first in flight movie was shown on an internal flight in the usa"", ""the context does not specify the exact year the first in flight movie was shown on an internal flight in the usa"", ""the context does not specify the year when the first in flight movie was shown on an internal flight in the usa"", ""the first in flight movie was shown in 1921"", ""the first in flight movie was shown in 1961""]",True
In which city was John Lennon murdered?,0.0,1.0,0.0,standard,"[""john lennon was murdered in new york"", ""john lennon was murdered in new york city"", ""new york"", ""new york city""]",True
How was President Kennedy assassinated?,0.9602297178580305,0.03977028214196954,0.9602297178580305,add_cant,"[""Can't answer"", ""president kennedy was assassinated by being shot while driving in a motorcade in dallas texas on november 22 1963"", ""president kennedy was assassinated by being shot while riding in a motorcade in dallas texas on november 22 1963"", ""president kennedy was assassinated by gunfire while riding in a motorcade in dallas texas on november 22 1963"", ""president kennedy was assassinated by lee harvey oswald while he was in dallas"", ""president kennedy was assassinated in dallas on november 22 1963"", ""president kennedy was assassinated in dallas texas"", ""president kennedy was assassinated on november 22 1963"", ""president kennedy was assassinated on november 22 1963 while he"", ""president kennedy was assassinated when the rumour disguised as jacqueline kennedy used her powers to make his head explode"", ""president kennedy was assassinated while riding in a convertible limousine""]",True
Which caped crusader operated in Gotham City?,0.0,1.0,0.0,standard,"[""batman"", ""batman is the caped crusader who operated in gotham city"", ""batman operated in gotham city"", ""the caped crusader is batman""]",True
Who did Jack Ruby shoot in November 1963?,0.0,1.0,0.0,standard,"[""jack ruby shot lee harvey oswald"", ""jack ruby shot lee harvey oswald in november 1963"", ""jack ruby shot lee oswald in november 1963"", ""lee harvey oswald""]",True
Who was the first American to travel faster than the speed of sound?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Who was the first US president Barbara Walters interviewed?,0.0,1.0,0.0,standard,"[""barbara walters first presidential interview was with jimmy carter in november 1977"", ""barbara walters first presidential interview was with president ford"", ""barbara walters first us president interview was with jimmy carter"", ""barbara walters interviewed gerald ford"", ""barbara walters interviewed president richard nixon as her first u s president"", ""barbara walters interviewed richard nixon as her first u s president"", ""barbara walters interviewed richard nixon the first us president she interviewed"", ""barbara walters s first interview was with richard nixon"", ""george h w bush"", ""gerald ford"", ""gerald ford was the first us president barbara walters interviewed"", ""jimmy carter"", ""john f kennedy"", ""richard nixon"", ""the context does not explicitly state who the first us president barbara walters interviewed"", ""the context does not provide information about the first u s president barbara walters interviewed"", ""the context does not provide information about the first us president barbara walters interviewed"", ""the context does not specify the first us president barbara walters interviewed"", ""the context does not specify which us president was the first interviewed by barbara walters"", ""the context does not specify who the first u s president barbara walters interviewed was"", ""the context does not specify who the first us president barbara walters interviewed"", ""the context does not specify who the first us president barbara walters interviewed was"", ""the context doesn t specify who the first us president barbara walters interviewed was"", ""the first us president barbara walters interviewed was gerald ford"", ""the first us president barbara walters interviewed was jimmy carter"", ""the first us president barbara walters interviewed was president obama"", ""the first us president barbara walters interviewed was richard nixon""]",True
Which orchestral conductor was married to one of the subjects of the film Hillary and Jackie?,0.0,1.0,0.0,standard,"[""christopher kiffer finzi"", ""christopher kiffer finzi was the orchestral conductor married to hilary"", ""daniel barenboim"", ""daniel barenboim was married to jacqueline du pr"", ""daniel barenboim was the orchestral conductor married to jacqueline du pr"", ""the context does not mention any orchestral conductor married to one of the subjects of"", ""the context does not provide information about an orchestral conductor or their marriage related to"", ""the context does not provide information about the orchestral conductor married to one of the"", ""the context provided does not mention the names of any individuals related to the film"", ""the context provided does not offer information about an orchestral conductor married to one of"", ""the context provided does not specify any orchestral conductor or relevant details about the subjects"", ""the orchestral conductor married to one of the subjects of hillary and jackie"", ""the orchestral conductor married to one of the subjects of hillary and jackie is daniel barenboim"", ""the orchestral conductor married to one of the subjects of the film hillary"", ""the orchestral conductor married to one of the subjects of the film hillary and jackie is daniel barenboim"", ""the orchestral conductor married to one of the subjects of the film is daniel bar""]",False
Which writer and politician became Lord Tweedsmuir?,0.0,1.0,0.0,standard,"[""james hogg"", ""james hogg became lord tweedsmuir"", ""john buchan"", ""john buchan 1st baron tweedsmuir"", ""john buchan became lord tweedsmuir"", ""sir walter scott"", ""sir walter scott became lord tweedsmuir"", ""the writer and politician who became lord tweedsmuir is john buchan"", ""the writer and politician who became lord tweedsmuir was john buchan""]",True
In what year was the first Tarzan novel published?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""the first tarzan novel tarzan of the apes was published in 1912"", ""the first tarzan novel was published in 1912""]",True
In which country were motorized ambulances first used?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",True
In which city was the first Model T produced outside the USA?,0.0,1.0,0.0,standard,"[""in canada"", ""in ford s city of manchester england"", ""in kingsford england"", ""manchester"", ""manchester england"", ""the city is not specified in the provided context"", ""the city was toronto"", ""the context does not provide information about the city where the first model t was produced"", ""the context does not provide information about the city where the first model t was produced outside the usa"", ""the context does not specify the city where the first model t was produced outside the"", ""the context does not specify the city where the first model t was produced outside the usa"", ""the context doesn t specify the city where the first model t was produced outside the usa"", ""the first model t produced outside the usa was in canada"", ""the first model t produced outside the usa was made in canada"", ""the first model t produced outside the usa was made in manchester england"", ""the first model t produced outside the usa was made in toronto"", ""the first model t was produced in canada"", ""the first model t was produced in salt lake city"", ""the first model t was produced in walkerville canada"", ""the first model t was produced outside the usa in canada"", ""the first model t was produced outside the usa in manchester"", ""the first model t was produced outside the usa in manchester england"", ""the first model t was produced outside the usa in manchester uk"", ""the first model t was produced outside the usa in piquette michigan"", ""walkerville canada""]",True
What is the Pacific terminus of the Trans Siberian Railway?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""the pacific terminus of the trans siberian railway is at vladivostok"", ""the pacific terminus of the trans siberian railway is vladivostok""]",True
What appears in the middle of the Rwandan flag?,0.0,1.0,0.0,standard,"[""a big r appears in the middle of the rwandan flag"", ""a cog wheel and a square knot appear in the middle of the rwandan"", ""a golden sun with 24 rays in the top right corner"", ""a large r appears in the middle of the rwandan flag"", ""a sun"", ""a sun appears in the middle of the rwandan flag"", ""a yellow sun with 24 rays"", ""a yellow sun with 24 rays appears in the middle of the rwandan"", ""an r appears in the middle of the older rwandan flag"", ""the central device of the rwandan seal features tribal symbols surmounted by"", ""the central tribal devices appear in the middle of the rwandan flag"", ""the context does not explicitly describe the details of the rwandan flag so"", ""the context does not mention the rwandan flag or what appears in its middle"", ""the context does not provide information about the rwandan flag"", ""the context does not provide information about the rwandan flag however the rwandan flag features a sun in the middle"", ""the context does not provide information about the rwandan flag however the rwandan flag features a yellow sun with rays in the middle"", ""the context does not provide information about the rwandan flag or what appears in the middle of it"", ""the context does not provide information about the rwandan flag so i cannot answer your question based on the given text"", ""the context does not provide information about what appears in the middle of the rwandan flag"", ""the context does not provide specific information about the rwandan flag"", ""the context does not specify any details about the rwandan flag therefore i cannot answer what appears in the middle of it"", ""the context does not specify details about the rwandan flag however the rwandan flag features a yellow sun with 24 rays in the"", ""the context does not specify what appears in the middle of the rwandan flag"", ""the context provided does not mention the rwandan flag or its design so i cannot answer the question based on the given information"", ""the context provided does not mention the rwandan flag or its details therefore"", ""the context provided does not mention the rwandan flag or its symbolism therefore based on your question i cannot provide an answer regarding what appears"", ""the context provided does not mention the rwandan flag so i cannot answer the question about what appears in the middle of it"", ""the context provided does not reference the rwandan flag or its features therefore i cannot answer the question about what appears in the middle of the"", ""the context provided does not specify what appears in the middle of the rwandan"", ""the middle of the rwandan flag appears as a different color"", ""the middle of the rwandan flag features a cog wheel encircled by"", ""the middle of the rwandan flag features a yellow stripe"", ""the middle of the rwandan flag features the national seal which includes a"", ""the old rwandan flag"", ""the question is not answered in the provided context"", ""the question is not directly addressed in the given context but the rwandan"", ""the rwandan flag features a sun in the middle"", ""the rwandan flag features a yellow sun symbol in the middle"", ""the rwandan flag features a yellow sun with 24 rays in the middle"", ""the seal of the republic of rwanda"", ""the seal of the republic of rwanda appears in the middle of the rwandan"", ""the sun appears in the middle of the rwandan flag""]",False
What is the name of the mountain pass which lies between Pakistan and Afghanistan?,0.0,1.0,0.0,standard,"[""dorah pass"", ""hindu kush"", ""khord kabul"", ""khyber pass"", ""salang pass"", ""the context does not specify a mountain pass between pakistan and afghanistan could you please"", ""the karambar pass"", ""the khyber pass"", ""the mountain pass between pakistan and afghanistan is called the karambar pass"", ""the mountain pass between pakistan and afghanistan is called the khyber pass"", ""the mountain pass between pakistan and afghanistan is named the khyber pass"", ""the mountain pass between pakistan and afghanistan is the khyber pass"", ""the mountain pass is called dorah pass"", ""the mountain pass is called the hindu kush"", ""the mountain pass is called the salang pass"", ""the mountain pass is known as the khyber pass"", ""the name of the mountain pass between pakistan and afghanistan is the khyber pass"", ""the name of the mountain pass is khord kabul"", ""the name of the mountain pass is the karakoram pass"", ""the name of the mountain pass is the karambar pass"", ""the name of the mountain pass is the khyber pass"", ""the name of the mountain pass that lies between pakistan and afghanistan is the tochi"", ""the name of the mountain pass which lies between pakistan and afghanistan is the khy"", ""the name of the mountain pass which lies between pakistan and afghanistan is the kushan"", ""the question is about the mountain pass between pakistan and afghanistan which is not mentioned"", ""the tochi pass""]",True
"What is the name of the group of 1,196 islands in the North Indian Ocean, none bigger than five square miles?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""chagos archipelago"", ""laccadive islands"", ""lakshadweep"", ""maldives"", ""the maldives""]",True
Which Syrian city is said to be the oldest continually inhabited city in the world?,0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""aleppo"", ""damascus""]",True
Who was king of France at the time of the French Revolution?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
What is the principal language of Bulgaria?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"What is the name of the cathedral in Red Square, Moscow?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""saint basil s cathedral"", ""st basil s cathedral"", ""the cathedral in red square moscow is st basil s cathedral"", ""the name of the cathedral in red square moscow is the annunciation cathedral""]",True
Which country is known to its people as Suomen Tasavalta?,0.0,1.0,0.0,standard,"[""finland"", ""finland is known to its people as suomen tasavalta""]",True
Which crusade was led by Philip II Augustus of France and Richard I of England?,0.0,1.0,0.0,standard,"[""the crusade led by philip ii augustus of france and richard i of england is the third crusade also known as the kings crusade"", ""the third crusade""]",True
In which Netherlands city does the United Nations International Court of Justice sit?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""the hague"", ""the international court of justice sits in the hague"", ""the united nations international court of justice sits in the hague""]",True
"In which battle did Harold II, the last Saxon king, lose his life?",0.0,1.0,0.0,standard,"[""at the battle of hastings"", ""battle of hastings"", ""harold ii died at the battle of hastings"", ""harold ii died in the battle of hastings"", ""harold ii lost his life at the battle of hastings"", ""harold ii lost his life in the battle of hastings"", ""harold ii was killed in the battle of hastings"", ""the battle of hastings""]",True
Who proclaimed the People's Republic of China in 1949?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"Which wife of Henry VIII had already married twice before she became queen, and married for a fourth time after Henry's death?",0.0,1.0,0.0,standard,"[""anne boleyn"", ""anne boleyn had already married twice before becoming queen and married for a fourth"", ""anne boleyn had already married twice before becoming queen and married for a fourth time after henry s death"", ""anne boleyn had already married twice before becoming queen and married for a fourth time after henry viii s death"", ""anne of cleves"", ""anne of cleves had already married twice before becoming queen and married for a fourth time after henry s death"", ""catharine parr"", ""catherine howard"", ""catherine of aragon"", ""catherine parr"", ""catherine parr had already married twice before becoming queen and married a fourth time after henry s death"", ""catherine parr had already married twice before she became queen and married for a fourth"", ""jane seymour had already married twice before she became queen and married for a fourth time after henry s death"", ""katherine parr""]",True
In which country is the castle that gives the Habsburg dynasty its name?,0.9602297178580305,0.03977028214196954,0.9602297178580305,add_cant,"[""Can't answer"", ""austria"", ""switzerland""]",True
Who were the victors of the Battle of Austerlitz?,0.0,1.0,0.0,standard,"[""napoleon and his forces were the victors of the battle of austerl"", ""napoleon and his forces were the victors of the battle of austerlitz"", ""napoleon and the french army"", ""the victors of the battle of austerlitz were napoleon and the french"", ""the victors of the battle of austerlitz were napoleon and the french forces"", ""the victors of the battle of austerlitz were napoleon s forces"", ""the victors of the battle of austerlitz were the french"", ""the victors of the battle of austerlitz were the french commanded"", ""the victors of the battle of austerlitz were the french forces"", ""the victors of the battle of austerlitz were the french forces led"", ""the victors of the battle of austerlitz were the french forces led by napoleon"", ""the victors of the battle of austerlitz were the french led""]",False
In which parliament has the UK 87 seats for members who are elected for a five0-year term?,0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""the uk has 87 seats for members elected for a five year term in the house of commons"", ""the uk has 87 seats in the european parliament for members elected for a five"", ""the uk has 87 seats in the house of commons for members elected for a"", ""the uk has 87 seats in the house of commons for members who are elected for a five year term""]",True
What was the former name of the British Green Party?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Who were the two prime ministers of Britain during World War II?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""neville chamberlain and winston churchill"", ""the two prime ministers of britain during world war ii were neville chamberlain and winston"", ""the two prime ministers of britain during world war ii were neville chamberlain and winston churchill"", ""the two prime ministers of britain during world war ii were winston churchill and anthony eden"", ""winston churchill and neville chamberlain""]",True
"""What is the more common name of the """"simple plurality"""" system of voting?""",0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""plurality"", ""the more common name of the simple plurality system of voting is first past the post"", ""the more common name of the simple plurality system of voting is plurality voting""]",True
What word for unthinking patriotism is derived from the name of one of Napoleon's admirers?,0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""jingoism""]",False
